"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-04-2016,"Year 5","United States",CA,Marin,4984,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:15 AM","11:00 AM",,Summer,Summer,07-12-2016,None,"Overcast,windy,cool",2,no,yes,2.0,,,34,0.0037735849056604,54,0.082536764705882,0.039977849439284,35,0.053125,0.034041947163267,0,0,0,3,0.0046875,0.0059839194234771,0,0,0,3,0.0046875,0.0059839194234771,3,0.0045036764705882,0.0056668156105332,3,0.0046875,0.0059839194234771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015625,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0030330882352941,0.0035055232206833,0,0,0,0,0,0,4,0.00625,0.0088388347648318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0045955882352941,0.0030686235356738,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0045955882352941,0.0030686235356738,0,0,0,5,0.0075367647058824,0.0073560042639505,0,0,0,0,0,0,0,0,0,2,0.003125,0.0036084391824352,3,0.0044117647058824,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.094669117647059,0.043074367874875
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-06-2016,"Year 5","United States",CA,Marin,5263,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"9:20 AM","10:42 AM",,Fall,Fall,08-04-2016,none,"slight breeze",2,no,yes,2.0,,4671.jpg,36.8,0.0029067220146645,17,0.023508332905566,0.0092292578487095,9,0.012424156870797,0.0067711178057159,3,0.0041646775490649,0.002778963862624,2,0.0027361061204935,0.0031595310182132,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0040948017726674,0.0052100542337914,0,0,0,0,0,0,0,0,0,2,0.0027361061204935,0.0031595310182132,1,0.0013586956521739,0.0027173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.028980545146553,0.011822958887948
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-10-2016,"Year 5","United States",CA,Marin,5429,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"01:36 PM","02:15 PM",,Fall,Fall,09-06-2016,None,"Overcast,calm",2,no,yes,2.0,,5153.jpg,30,0.00496218045222,37,0.058576190247264,0.031696900522936,25,0.039246670833133,0.034104213833617,4,0.0064340656699197,0.00026400057141872,2,0.003128054740958,0.0036154920838528,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,2,0.0033060109289617,0.0038177133278052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0031818181818182,0.0036823689158703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016129032258065,0.0032258064516129,2,0.0032786885245902,0.0065573770491803,1,0.0016393442622951,0.0032786885245902,0,0,0,1,0.0016393442622951,0.0032786885245902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0066120218579235,0.0076354266556103,0,0,0,0,0,0,0,0,0,4,0.0066120218579235,0.0076354266556103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.066827556367482,0.030705402647677
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",01-09-2017,"Year 5","United States",CA,Marin,5636,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:30 PM","03:05 PM",,Winter,Winter,11-23-2016,"Heavy Rain +4""",Overcast,2,no,yes,2.0,,5983.jpg,40,0.01663055301843,50,0.067372850613074,0.050169547104918,18,0.023086048030182,0.025767561416423,20,0.028160717308762,0.023415292699584,1,0.00125,0.0025,0,0,0,2,0.0033333333333333,0.0066666666666667,0,0,0,3,0.00375,0.0075,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0026466480446927,0.0030654542176759,0,0,0,1,0.0012987012987013,0.0025974025974026,2,0.0025974025974026,0.0051948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0025487012987013,0.0029440611277603,0,0,0,0,0,0,0,0,0,2,0.0025487012987013,0.0029440611277603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.069921551911775,0.051752689782797
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-23-2016,"Year 5","United States",CA,Marin,5640,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:40 PM","03:10 PM",,Fall,Fall,10-10-2016,"Surf/Rain Advisory","Sunny, Light breeze",3,no,no,2.0,,,27.6,0.0054901013440994,13,0.024005541346974,0.033543753718594,7,0.012841005967604,0.021129055996126,3,0.0056498294970162,0.0037812443921206,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018382352941176,0.0036764705882353,0,0,0,1,0.0018382352941176,0.0036764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018382352941176,0.0036764705882353,1,0.0018382352941176,0.0036764705882353,1,0.0018382352941176,0.0036764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0038382352941176,0.004439877748039,0,0,0,0,0,0,0,0,0,2,0.0038382352941176,0.004439877748039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.027843776641091,0.03608735389915
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",02-21-2017,"Year 5","United States",CA,Marin,5816,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:30 PM","03:15 PM",,Winter,Winter,01-09-2017,Yes,"Partial clouds, sprinkles",1,no,yes,2.0,,6207.jpg,25.3,0.0019577839517325,6,0.011978908223968,0.01371891784334,0,0,0,5,0.0099947812398405,0.0099683394407327,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001984126984127,0.003968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0019762845849802,0.0039525691699605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0019762845849802,0.0039525691699605,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.017923446777202,0.020823385194488
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",03-15-2017,"Year 5","United States",CA,Marin,5820,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:20 AM","11:05 AM",,Spring,"Late Winter",02-21-2017,"None/One week","Mild, Sunny, No Swell",2,no,yes,2.0,,6209.jpg,27,0.012764816811761,30,0.064524866895557,0.019755192809323,8,0.018900105322519,0.012745292248033,15,0.032198835647112,0.023004331885692,1,0.0020833333333333,0.0041666666666667,0,0,0,2,0.0037037037037037,0.0074074074074074,0,0,0,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0020833333333333,0.0041666666666667,0,0,0,0,0,0,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0041666666666667,0.0083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0041666666666667,0.0083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.068691533562223,0.027591441433718
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",01-05-2016,"Year 4","United States",CA,Marin,4850,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"9:35 AM","10:30 AM",,Winter,winter,12-28-2015,"rain yesterday","clear, large surf",3,no,yes,1.0,,4211.jpg,36,N/a,7,0.038888888888889,N/a,0,0,N/a,6,0.033333333333333,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,1,0.0055555555555556,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,,,,0,0,N/a,0,0,N/a,3,0.016666666666667,N/a,0,0,N/a,0,0,N/a,0,0,N/a,3,0.016666666666667,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,0,0,N/a,10,0.055555555555556,N/a
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-10-2017,"Year 5","United States",CA,Marin,6158,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"03:45 PM","4:20 PM",,Spring,Spring,03-15-2017,"Heavy Rain and Wind","Partly Cloudy, Mild Wind",3,no,yes,2.0,,6524.jpg,23.7,0.0058246600152578,15,0.034599532851115,0.018140744997848,4,0.0089515521398433,0.0069294752092008,5,0.011696428571429,0.013787055819255,1,0.0021097046413502,0.0042194092827004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0071097046413502,0.009469636713039,0,0,0,1,0.0022321428571429,0.0044642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0022321428571429,0.0044642857142857,1,0.0022321428571429,0.0044642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0022321428571429,0.0044642857142857,0,0,0,0,0,0,0,0,0,1,0.0022321428571429,0.0044642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.039063818565401,0.014473833294505
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",06-16-2017,"Year 5","United States",CA,Marin,6480,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:20 AM","11:10 AM",,Summer,Summer,05-12-2017,"None/ Rain One Week 1""+",Clear,2,no,no,2.0,"Found white waxy substance (size quarter), no idea as to identify.
Found in each transect.",6828.jpg,28.2,0.0034516786752232,26,0.043854289619967,0.012889916017023,12,0.020299589903453,0.009159583912679,4,0.0068406172129576,0.0055194176822477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0032894736842105,0.0065789473684211,2,0.0033783783783784,0.0039010153323623,0,0,0,0,0,0,0,0,0,2,0.0033339260312945,0.0038503705110834,1,0.0016891891891892,0.0033783783783784,2,0.0033783783783784,0.0067567567567568,1,0.0016447368421053,0.0032894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.043854289619967,0.012889916017023
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",07-17-2017,"Year 5","United States",CA,Marin,6484,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:15 AM","11:15 AM",,Summer,Summer,06-16-2017,None,"Foggy/Brisk Wind",3,no,yes,2.0,,,25,0.0014286561876227,14,0.027936507936508,0.023079692580808,6,0.011968253968254,0.010311744448451,4,0.007984126984127,0.00653204979139,1,0.002,0.004,0,0,0,0,0,0,0,0,0,1,0.002,0.004,1,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001984126984127,0.003968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,0.008,0,0,0,0,0,0,2,0.004,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.035904761904762,0.024812402721183
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-12-2017,"Year 5","United States",CA,Marin,6457,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:30 AM","11:10 AM",,Spring,Spring,04-10-2017,None,"Clear, Slight breeze",2,no,yes,2.0,,6834.jpg,21.5,0.0026683274761757,27,0.065398468519569,0.053911405180628,15,0.03615711854793,0.025765006446812,2,0.0048255813953488,0.0055793762497772,1,0.0025,0.005,0,0,0,0,0,0,0,0,0,4,0.0094767441860465,0.013160099157801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,3,0.0074390243902439,0.0095537968735768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0023255813953488,0.0046511627906977,1,0.0023255813953488,0.0046511627906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0047646057855927,0.0055048108557619,0,0,0,0,0,0,0,0,0,2,0.0047646057855927,0.0055048108557619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.07248865570051,0.056652753270562
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-25-2017,"Year 6","United States",CA,Marin,6488,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:30 AM","11:00 AM",,Summer,Summer,07-17-2017,"None/ Major High-Low Tides",Calm/Fog,3,no,yes,2.0,"Active Tidal sequence since Mid August",6830.jpg,20,0.0016734760623459,18,0.04334706959707,0.025172473594265,8,0.019377289377289,0.015707581585196,4,0.0096153846153846,0.013598207330511,2,0.0047619047619048,0.0095238095238095,0,0,0,0,0,0,0,0,0,1,0.0023809523809524,0.0047619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0024038461538462,0.0048076923076923,0,0,0,0,0,0,1,0.0024038461538462,0.0048076923076923,0,0,0,1,0.0024038461538462,0.0048076923076923,0,0,0,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,0,0,0,1,0.0025,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.04834706959707,0.020551378677834
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-19-2017,"Year 6","United States",CA,Marin,8428,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"3:00 PM","04:00 PM",,Fall,Summer,08-25-2017,"0.2 Rain one week","Breezy, +/25 MPH gust",2,no,no,2.0,,9536.jpg,23.2,0.0055588376840212,10,0.022485066280996,0.016031906436859,4,0.0088673621460507,0.012864258592883,1,0.0021551724137931,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0022727272727273,0.0045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0047619047619048,0.0095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0044278996865204,0.0051165006171022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0022727272727273,0.0045454545454545,0,0,0,0,0,0,0,0,0,1,0.0022727272727273,0.0045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.024757793553723,0.020417936862307
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",01-17-2018,"Year 6","United States",CA,Marin,8432,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:36 PM","03:00 PM",,Winter,Winter,09-19-2017,"1 week ago/ 5"" of rain","Clear, rain tonight",3,no,yes,2.0,,9537.jpg,30,0.0089743381099493,11,0.019831501831502,0.015497489299553,4,0.0073333333333333,0.0085374989832438,3,0.0053333333333333,0.0065319726474218,1,0.0018315018315018,0.0036630036630037,0,0,0,0,0,0,0,0,0,2,0.0036666666666667,0.0042687494916219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.019831501831502,0.015497489299553
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",02-27-2018,"Year 6","United States",CA,Marin,9120,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"12:15 PM","01:01 PM",,Winter,Winter,01-17-2018,"Rain, Stormy (2/26)","Clear, Rain",3,no,yes,2.0,,10366.jpg,27,0.0295215195056,11,0.021249224540438,0.020746703412728,7,0.013504968383017,0.01574020611369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0040405524537173,0.0046657994634425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.021249224540438,0.020746703412728
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",03-15-2018,"Year 6","United States",CA,Marin,9124,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:45 PM","03:30 PM",,Spring,Spring,02-27-2018,"None, Rain 1 week ago","Mild 70 degree lite wind",3,no,no,2.0,,,32,0.0035716404690568,9,0.014320436507937,0.0029743545924914,8,0.012757936507937,0.00039483628456612,0,0,0,1,0.0015625,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015625,0.003125,0,0,0,0,0,0,0,0,0,1,0.0015625,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.015882936507937,0.0060884254772592
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-22-2018,"Year 6","United States",CA,Marin,9131,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"03:10 PM","03:40 PM",,Spring,Spring,03-15-2018,None,"Overcast, Drizzle",3,no,no,2.0,,,25,0.0043573605221859,14,0.026666666666667,0.019592930987299,5,0.0094074074074074,0.013999020149916,3,0.0055555555555556,0.0070920526500469,1,0.0018518518518519,0.0037037037037037,0,0,0,0,0,0,0,0,0,4,0.0078518518518519,0.0065386893305819,0,0,0,0,0,0,0,0,0,1,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.028666666666667,0.020696071828188
