UniqueId,Organization,Date,Survey Year,Survey ID,Latitude Start,Longitude Start,Latitude End,Longitude End,Width,Length,TotalArea,Total Debris,Plastic Count,Cloth,Fishing Gear,Glass,Metal,Other,Plastic,Processed Lumber,Rubber,Cloth Per Sq Meter,Fishing Gear  Per Sq Meter,Glass Per Sq Meter,Metal Per Sq Meter,Other Per Sq Meter,Plastic Per Sq Meter,Processed Lumber Per Sq Meter,Rubber Per Sq Meter,Total Debris Per Sq Meter
259_08-04-2012,Sonoma Coast Surfrider,08-04-2012,Year 1,259,38.335233,-123.068717,38.33351833333333,-123.06826666666667,40.0,100.0,4000.0,61,37,8,3,0,0,4,30,14,24,0.002,0.00075,0.0,0.0,0.001,0.0075,0.0035,0.006,0.01525
260_09-01-2012,Sonoma Coast Surfrider,09-01-2012,Year 1,260,38.335233,-123.068717,38.33351833333333,-123.06826666666667,40.0,100.0,4000.0,16,16,0,0,0,0,2,13,1,0,0.0,0.0,0.0,0.0,0.0005,0.00325,0.00025,0.0,0.004
261_09-01-2012,OCNMS,09-01-2012,Year 1,261,48.1639,-123.7047,48.1647,-123.7045,100.0,100.0,10000.0,14,13,0,1,0,0,0,12,2,0,0.0,0.0001,0.0,0.0,0.0,0.0012,0.0002,0.0,0.0014
262_10-01-2012,OCNMS,10-01-2012,Year 1,262,48.1639,-123.7047,48.1647,-123.7045,45.0,100.0,4500.0,20,17,0,5,0,2,0,12,0,4,0.0,0.0011111111111111111,0.0,0.00044444444444444447,0.0,0.0026666666666666666,0.0,0.0008888888888888889,0.0044444444444444444
263_11-01-2012,OCNMS,11-01-2012,Year 1,263,48.1639,-123.7047,48.1647,-123.7045,20.0,100.0,2000.0,15,15,0,2,0,0,0,12,1,0,0.0,0.001,0.0,0.0,0.0,0.006,0.0005,0.0,0.0075
264_01-22-2013,Humboldt State Marine Debirs Program,01-22-2013,Year 1,264,40.764628,-124.232386,40.769469,-124.227467,103.0,698.71,71967.13,42,23,0,11,2,8,0,12,24,2,0.0,0.00015284755693328327,2.7790464896960595e-05,0.00011116185958784238,0.0,0.0001667427893817636,0.0003334855787635272,2.7790464896960595e-05,0.0005835997628361726
265_02-01-2013,California Coast National Monument Task Force,02-01-2013,Year 1,265,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266_01-18-2013,California Coast National Monument Task Force,01-18-2013,Year 1,266,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,2,0,2,0,0,0,0,0,0,0,0.0010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010869565217391304
267_02-03-2013,California Coast National Monument Task Force,02-03-2013,Year 1,267,38.7287066,-123.4844062,38.7333467,-123.4876922,38.1,190.5,7258.05,20,11,0,1,0,0,0,10,14,0,0.0,0.00013777805333388445,0.0,0.0,0.0,0.0013777805333388443,0.0019288927466743822,0.0,0.0027555610666776887
268_02-03-2013,California Coast National Monument Task Force,02-03-2013,Year 1,268,38.72653,-123.481345,38.725367,-123.479247,300.0,300.0,90000.0,23,5,2,0,0,0,0,5,32,0,2.2222222222222223e-05,0.0,0.0,0.0,0.0,5.555555555555556e-05,0.00035555555555555557,0.0,0.0002555555555555556
269_01-26-2013,Humboldt State Marine Debirs Program,01-26-2013,Year 1,269,40.930544,-124.135261,40.933467,-124.134425,75.0,340.0,25500.0,1163,50,7,20,1004,1206,0,34,4,1,0.0002745098039215686,0.000784313725490196,0.03937254901960784,0.04729411764705883,0.0,0.0013333333333333333,0.00015686274509803922,3.9215686274509805e-05,0.045607843137254904
270_09-09-2012,The Santa Barbara Beach Angels,09-09-2012,Year 1,270,34.411689,-119.688208,34.413325,-119.685118,27.0,274.0,7398.0,278,187,42,12,44,46,27,150,26,22,0.0056772100567721,0.0016220600162206002,0.005947553392808867,0.006217896728845634,0.0036496350364963502,0.0202757502027575,0.003514463368477967,0.0029737766964044337,0.03757772370911057
271_12-06-2012,OCNMS,12-06-2012,Year 1,271,48.1639,-123.7047,48.1647,-123.7045,20.0,100.0,2000.0,37,31,0,4,4,4,2,25,2,2,0.0,0.002,0.002,0.002,0.001,0.0125,0.001,0.001,0.0185
272_01-31-2013,California Coast National Monument Task Force,01-31-2013,Year 1,272,38.716385,-123.460327,38.71585200000001,-123.459871,30.0,100.0,3000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273_02-01-2013,California Coast National Monument Task Force,02-01-2013,Year 1,273,38.69054860000001,-123.4355847,38.6892339,-123.4329388,40.2,898.0,36099.60000000001,25,23,0,1,0,0,0,22,4,0,0.0,2.77011379627475e-05,0.0,0.0,0.0,0.000609425035180445,0.00011080455185099,0.0,0.0006925284490686875
274_01-24-2013,Hawaiian Islands Humpback Whale NMS,01-24-2013,Year 1,274,20.74885,-156.45831,20.75045,-156.45914,12.0,170.0,2040.0,12,7,0,0,0,0,5,3,4,3,0.0,0.0,0.0,0.0,0.0024509803921568627,0.0014705882352941176,0.00196078431372549,0.0014705882352941176,0.0058823529411764705
275_02-21-2013,Hawaiian Islands Humpback Whale NMS,02-21-2013,Year 1,275,20.74885,-156.45831,20.75045,-156.45914,12.0,170.0,2040.0,40,28,0,0,14,2,23,5,4,2,0.0,0.0,0.006862745098039216,0.000980392156862745,0.011274509803921568,0.0024509803921568627,0.00196078431372549,0.000980392156862745,0.0196078431372549
281_01-13-2013,Surfrider Vancouver Island,01-13-2013,Year 2,281,48.4351,-124.09531,48.43361,-124.09336,6.0,100.0,600.0,117,109,2,2,0,6,2,105,4,4,0.0033333333333333335,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.175,0.006666666666666667,0.006666666666666667,0.195
282_02-16-2013,California Coast National Monument Task Force,02-16-2013,Year 1,282,38.69054860000001,-123.4355847,38.6892339,-123.4329388,30.0,898.0,26940.0,51,43,7,2,0,0,1,42,4,3,0.00025983667409057166,7.423904974016333e-05,0.0,0.0,3.7119524870081664e-05,0.0015590200445434299,0.00014847809948032666,0.00011135857461024499,0.0018930957683741649
294_09-11-2011,Surfrider Vancouver Island,09-11-2011,Year 1,294,48.411355,-123.329441,48.411517,-123.328105,10.0,100.0,1000.0,177,156,2,12,0,2,111,31,36,4,0.002,0.012,0.0,0.002,0.111,0.031,0.036,0.004,0.177
295_10-16-2011,Surfrider Vancouver Island,10-16-2011,Year 1,295,48.420019,-124.047499,48.420534,-124.048583,7.5,100.0,750.0,102,45,4,1,2,10,1,43,98,0,0.005333333333333333,0.0013333333333333333,0.0026666666666666666,0.013333333333333334,0.0013333333333333333,0.05733333333333333,0.13066666666666665,0.0,0.136
302_10-16-2011,Surfrider Vancouver Island,10-16-2011,Year 1,302,48.420727,-124.055134,48.42162,-124.055178,10.0,100.0,1000.0,35,31,0,3,2,2,0,30,0,2,0.0,0.003,0.002,0.002,0.0,0.03,0.0,0.002,0.035
303_11-06-2011,Surfrider Vancouver Island,11-06-2011,Year 1,303,48.497818,-124.299132,48.496936,-124.299077,6.7,100.0,670.0,121,88,2,2,20,18,2,84,26,0,0.0029850746268656717,0.0029850746268656717,0.029850746268656716,0.026865671641791045,0.0029850746268656717,0.1253731343283582,0.03880597014925373,0.0,0.18059701492537314
304_06-10-2012,Surfrider Vancouver Island,06-10-2012,Year 1,304,48.41673333,-123.4724833,48.41596667,-123.4731833,12.0,100.0,1200.0,144,97,0,2,0,14,13,83,74,1,0.0,0.0016666666666666668,0.0,0.011666666666666667,0.010833333333333334,0.06916666666666667,0.06166666666666667,0.0008333333333333334,0.12
305_08-12-2012,Surfrider Vancouver Island,08-12-2012,Year 1,305,48.45888333,-123.2943833,48.45903333,-123.29233329999998,8.0,100.0,800.0,119,79,10,0,8,14,20,58,41,4,0.0125,0.0,0.01,0.0175,0.025,0.0725,0.05125,0.005,0.14875
306_09-09-2012,Surfrider Vancouver Island,09-09-2012,Year 1,306,48.411355,-123.329441,48.411517,-123.328105,8.0,100.0,800.0,171,149,8,8,8,10,43,96,16,4,0.01,0.01,0.01,0.0125,0.05375,0.12,0.02,0.005,0.21375
307_12-09-2012,Surfrider Vancouver Island,12-09-2012,Year 1,307,48.415655,-124.0206683,48.41522167,-124.01953,25.0,100.0,2500.0,74,61,1,4,0,16,1,57,0,4,0.0004,0.0016,0.0,0.0064,0.0004,0.0228,0.0,0.0016,0.0296
309_02-17-2013,California Coast National Monument Task Force,02-17-2013,Year 1,309,38.72653,-123.481345,38.725367,-123.479247,300.0,300.0,90000.0,7,5,4,0,0,0,0,5,0,0,4.4444444444444447e-05,0.0,0.0,0.0,0.0,5.555555555555556e-05,0.0,0.0,7.777777777777778e-05
321_02-03-2013,The Santa Barbara Beach Angels,02-03-2013,Year 1,321,34.411689,-119.688208,34.413325,-119.685118,27.0,274.0,7398.0,328,217,10,12,128,38,41,166,35,9,0.0013517166801838335,0.0016220600162206002,0.01730197350635307,0.005136523384698567,0.005542038388753718,0.022438496891051634,0.004731008380643417,0.0012165450121654502,0.04433630711002974
322_07-02-2012,4H Tsunami Surfers,07-02-2012,Year 1,322,42.40536,-124.42589,42.40625,-124.425916,90.0,100.0,9000.0,225,137,6,14,74,44,3,121,37,12,0.0006666666666666666,0.0015555555555555555,0.008222222222222223,0.004888888888888889,0.0003333333333333333,0.013444444444444445,0.004111111111111111,0.0013333333333333333,0.025
354_02-21-2013,California Coast National Monument Task Force,02-21-2013,Year 1,354,38.699325,-123.441157,38.698033,-123.440768,48.2,167.13,8055.666,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355_02-24-2013,California Coast National Monument Task Force,02-24-2013,Year 1,355,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,2,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.0,0.0010869565217391304
366_02-28-2013,California Coast National Monument Task Force,02-28-2013,Year 1,366,38.69054860000001,-123.4355847,38.6892339,-123.4329388,40.2,898.0,36099.60000000001,5,5,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0001385056898137375,0.0,0.0,0.0001385056898137375
367_03-04-2013,California Coast National Monument Task Force,03-04-2013,Year 1,367,38.699325,-123.441157,38.698033,-123.440768,142.0,167.13,23732.46,2,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,4.21363819848427e-05,0.0,8.42727639696854e-05,8.42727639696854e-05
379_03-05-2013,California Coast National Monument Task Force,03-05-2013,Year 1,379,38.7132,-123.4564,38.7106,-123.4551,46.0,309.0,14214.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388_02-28-2013,California Coast National Monument Task Force,02-28-2013,Year 1,388,38.716385,-123.460327,38.71585200000001,-123.459871,56.0,100.0,5600.0,1,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035714285714285714,0.0,0.00017857142857142857
389_02-09-2013,California Coast National Monument Task Force,02-09-2013,Year 1,389,38.735105,-123.490915,38.731897,-123.489614,90.0,300.0,27000.0,19,15,0,0,0,0,0,15,8,0,0.0,0.0,0.0,0.0,0.0,0.0005555555555555556,0.0002962962962962963,0.0,0.0007037037037037037
503_01-04-2013,OCNMS,01-04-2013,Year 1,503,48.1639,-123.7047,48.1647,-123.7045,50.0,100.0,5000.0,33,30,3,4,0,0,0,29,0,0,0.0006,0.0008,0.0,0.0,0.0,0.0058,0.0,0.0,0.0066
504_02-01-2013,OCNMS,02-01-2013,Year 1,504,48.1639,-123.7047,48.1647,-123.7045,50.0,100.0,5000.0,33,32,0,2,0,0,0,30,2,0,0.0,0.0004,0.0,0.0,0.0,0.006,0.0004,0.0,0.0066
505_03-01-2013,OCNMS,03-01-2013,Year 1,505,48.1639,-123.7047,48.1647,-123.7045,80.0,100.0,8000.0,70,56,0,2,0,24,0,55,0,3,0.0,0.00025,0.0,0.003,0.0,0.006875,0.0,0.000375,0.00875
506_06-04-2012,OCNMS,06-04-2012,Year 1,506,48.1639,-123.7047,48.1647,-123.7045,120.0,100.0,12000.0,23,22,0,1,0,0,0,18,3,2,0.0,8.333333333333333e-05,0.0,0.0,0.0,0.0015,0.00025,0.00016666666666666666,0.0019166666666666666
507_07-04-2012,OCNMS,07-04-2012,Year 1,507,48.1639,-123.7047,48.1647,-123.7045,120.0,100.0,12000.0,47,47,0,7,0,0,1,39,0,0,0.0,0.0005833333333333334,0.0,0.0,8.333333333333333e-05,0.00325,0.0,0.0,0.003916666666666666
508_08-01-2012,OCNMS,08-01-2012,Year 1,508,48.1639,-123.7047,48.1647,-123.7045,120.0,100.0,12000.0,7,7,0,2,0,0,0,5,0,0,0.0,0.00016666666666666666,0.0,0.0,0.0,0.0004166666666666667,0.0,0.0,0.0005833333333333334
509_02-23-2013,Humboldt State Marine Debirs Program,02-23-2013,Year 1,509,40.930544,-124.135261,40.933467,-124.134425,46.5,340.0,15810.0,2614,119,8,2,350,4608,6,111,16,8,0.0005060088551549652,0.0001265022137887413,0.022137887413029727,0.29146110056925995,0.0003795066413662239,0.007020872865275142,0.0010120177103099305,0.0005060088551549652,0.1653383934218849
510_02-26-2013,Humboldt State Marine Debirs Program,02-26-2013,Year 1,510,40.764628,-124.232386,40.769469,-124.227467,80.2,698.71,56036.542,130,92,8,50,12,48,9,37,0,4,0.00014276398425870033,0.000892274901616877,0.0002141459763880505,0.000856583905552202,0.00016060948229103787,0.000660283427196489,0.0,7.138199212935016e-05,0.00231991474420388
511_02-02-2013,California Coast National Monument Task Force,02-02-2013,Year 1,511,38.736452,-123.493152,38.736528,-123.493042,40.0,35.0,1400.0,45,45,0,0,0,0,0,45,0,0,0.0,0.0,0.0,0.0,0.0,0.03214285714285714,0.0,0.0,0.03214285714285714
512_03-29-2012,Hawppon,03-29-2012,Year 1,512,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,35,20,0,0,12,8,5,15,4,6,0.0,0.0,0.002357795461243737,0.0015718636408291581,0.0009824147755182239,0.0029472443265546712,0.0007859318204145791,0.0011788977306218685,0.006876903428627567
513_03-30-2012,Hawppon,03-30-2012,Year 1,513,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,89,47,4,0,50,6,20,28,9,4,0.0007859318204145791,0.0,0.009824147755182238,0.0011788977306218685,0.0039296591020728956,0.005501522742902053,0.0017683465959328027,0.0007859318204145791,0.017486983004224382
514_03-31-2012,Hawppon,03-31-2012,Year 1,514,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,49,17,0,0,40,8,12,5,4,6,0.0,0.0,0.007859318204145791,0.0015718636408291581,0.002357795461243737,0.0009824147755182239,0.0007859318204145791,0.0011788977306218685,0.009627664800078593
515_04-01-2012,Hawppon,04-01-2012,Year 1,515,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,85,61,8,0,14,14,5,56,8,2,0.0015718636408291581,0.0,0.0027507613714510266,0.0027507613714510266,0.0009824147755182239,0.011003045485804107,0.0015718636408291581,0.00039296591020728953,0.016701051183809806
516_04-02-2012,Hawppon,04-02-2012,Year 1,516,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,201,123,15,4,96,8,56,64,18,10,0.0029472443265546712,0.0007859318204145791,0.018862363689949896,0.0015718636408291581,0.011003045485804107,0.012574909126633265,0.0035366931918656055,0.0019648295510364478,0.0394930739758326
517_04-03-2012,Hawppon,04-03-2012,Year 1,517,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,282,158,5,2,202,14,68,89,8,14,0.0009824147755182239,0.00039296591020728953,0.03968955693093624,0.0027507613714510266,0.013360840947047843,0.017486983004224382,0.0015718636408291581,0.0027507613714510266,0.05540819333922782
518_02-11-2013,Redfish Rocks,02-11-2013,Year 1,518,42.7149,-124.4621,42.7139,-124.462,28.0,102.0,2856.0,162,157,0,1,0,0,0,158,4,4,0.0,0.00035014005602240897,0.0,0.0,0.0,0.055322128851540614,0.0014005602240896359,0.0014005602240896359,0.05672268907563025
519_03-11-2013,Redfish Rocks,03-11-2013,Year 1,519,42.7149,-124.4621,42.7139,-124.462,26.0,102.0,2652.0,112,111,2,2,0,0,0,109,0,0,0.0007541478129713424,0.0007541478129713424,0.0,0.0,0.0,0.04110105580693816,0.0,0.0,0.042232277526395176
557_03-07-2013,OCNMS,03-07-2013,Year 1,557,46.437,-124.0599,46.4379,-124.0595,300.0,100.0,30000.0,253,246,4,19,0,0,0,227,6,4,0.00013333333333333334,0.0006333333333333333,0.0,0.0,0.0,0.007566666666666667,0.0002,0.00013333333333333334,0.008433333333333333
583_03-09-2013,California Coast National Monument Task Force,03-09-2013,Year 1,583,38.735105,-123.490915,38.731897,-123.489614,86.0,300.0,25800.0,7,3,0,0,0,0,0,3,8,0,0.0,0.0,0.0,0.0,0.0,0.00011627906976744187,0.000310077519379845,0.0,0.0002713178294573643
590_04-05-2012,Hawppon,04-05-2012,Year 1,590,21.269583,-157.77685,21.269558,-157.77875600000004,14.5,351.0,5089.5,324,226,5,4,170,6,95,128,8,6,0.0009824147755182239,0.0007859318204145791,0.03340210236761961,0.0011788977306218685,0.018665880734846253,0.02514981825326653,0.0015718636408291581,0.0011788977306218685,0.0636604774535809
